AÑO,CLASIFICACION,CH4_eq,CO2_eq,N2O_eq,Total_Emisiones,Emisiones_netas
2016,3.D.2.b.ii. Lixiviación y escorrentía de nitrógeno - Fertilizantes N orgánicos,0.0000,0.0000,31.5511,31.5511,31.5511
2016,3.D.2.b.iii. Lixiviación y escorrentía de nitrógeno - Residuos de cosecha,0.0000,0.0000,78.3040,78.3040,78.3040
2016,3.D.2.b.iv. Lixiviación y escorrentía de nitrógeno - Mineralización/inmovilización asociada a pérdida/ganancia de materia orgánica del suelo,0.0000,0.0000,333.9393,333.9393,333.9393
2016,3.D.2.b.v. Lixiviación y escorrentía de nitrógeno - Orina y estiércol depositado por animales en pastoreo,0.0000,0.0000,865.6784,865.6784,865.6784
2016,3.G. Encalado,0.0000,38.2888,0.0000,38.2888,38.2888
2016,3.G.2. Dolomita CaMg(CO3),0.0000,38.2888,0.0000,38.2888,38.2888
2016,3.H. Aplicación de urea,0.0000,229.2946,0.0000,229.2946,229.2946
2016,"4 Silvicultura, uso y cambio de uso de la tierra",965.2287,109491.7599,201.2659,110658.2546,89342.8897
2016,4(I). Emisiones directas e indirectas de óxido nitroso (N2O) provenientes de entradas de nitrógeno (N) a suelos gestionados diferentes a cultivos y pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II). Emisiones y absorciones provenientes del drenaje y rehumedecimiento y otros manejos de suelos orgánicos y minerales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).A. Tierras forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).A.1. Tierras forestales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).A.2 Tierras convertidas a tierras forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,"4(II).B. Cropland (5,6)",0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).B.1. Cultivos que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).B.2. Tierras convertidas a cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).C.  Pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).C.1. Pastizales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).C.2. Tierras convertidas a Pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).D. Humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).D.1. Humedales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).D.1.a. Extracción de turba que permanece como tal,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).D.1.b. Tierras inundadas que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).D.1.c. Otros humedales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).D.2. Tierras convertidas a Humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).D.2.a. Tierras convertidas a Extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).D.2.b. Tierras convertidas en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).D.2.c. Tierras convertidas a otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).E. Asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).E.1 Asentamientos que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).E.2 Asentamientos que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).F. Otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).F.2 Tierras convertidas a Otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(II).H. Otros,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III). Emisiones directas e indirectas de óxido nitroso (N2O) por mineralización/inmovilización de nitrógeno (N) asociadas con la pérdida/ganancia de materia orgánica del suelo,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).A. Tierras forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).A.1. Tierras forestales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).A.2. Tierras convertidas a tierras forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).B. Cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).B.2. Tierras convertidas a cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).C. Pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).C.1. Pastizales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).C.2. Tierras convertidas a pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).D. Humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).D.1. Humedales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).D.2. Tierras convertidas a humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).E. Asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).E.1. Asentamientos que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).E.2. Tierras convertidas a asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).F. Otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(III).F.2. Tierras convertidas a otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV). Quema de biomasa,923.6571,0.0000,201.2659,1124.9230,1124.9230
2016,4(IV).A. Tierras forestales,582.2331,0.0000,104.8994,687.1325,687.1325
2016,4(IV).A.1. Tierras forestales que permanecen como tales,582.2331,0.0000,104.8994,687.1325,687.1325
2016,4(IV).A.1.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).A.1.b. Incendios forestales,582.2331,0.0000,104.8994,687.1325,687.1325
2016,4(IV).A.2. Tierras convertidas en tierras forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).A.2.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).A.2.b. Incendios forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).B. Cultivos,340.9471,0.0000,95.8504,436.7976,436.7976
2016,4(IV).B.1. Cultivos que permanecen como tales,340.9471,0.0000,95.8504,436.7976,436.7976
2016,4(IV).B.1.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).B.1.b. Incendios forestales,340.9471,0.0000,95.8504,436.7976,436.7976
2016,4(IV).B.2. Tierras convertidas a Cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).B.2.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).B.2.b. Incendios forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).C. Pastizales,0.4769,0.0000,0.5161,0.9930,0.9930
2016,4(IV).C.1. Pastizales que permanecen como tales,0.4769,0.0000,0.5161,0.9930,0.9930
2016,4(IV).C.1.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).C.1.b. Incendios forestales,0.4769,0.0000,0.5161,0.9930,0.9930
2016,4(IV).C.2. Tierras convertidas en Pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).C.2.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).C.2.b. Incendios forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).D. Humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).D.1. Humedales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).D.1.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).D.1.b. Incendios forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).D.2. Tierras convertidas en humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).D.2.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).D.2.b. Incendios forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).E. Asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).E.1. Asentamientos que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).E.1.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).E.1.b. Incendios forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).E.2. Tierras convertidas en Asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).E.2.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).E.2.b. Incendios forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).F. Otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).F.2. Tierras convertidas en Otras tierras.,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).F.2.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).F.2.b. Incendios forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4(IV).H. Otro,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.A. Tierras forestales,0.0000,54426.3586,0.0000,54426.3586,44168.8197
2016,4.A.1. Tierras forestales que permanecen como tierras forestales,0.0000,54426.3586,0.0000,54426.3586,45973.3167
2016,4.A.1.a. Tierras forestales que permanecen como tierras forestales (consumo de leña),0.0000,11780.8414,0.0000,11780.8414,11780.8414
2016,4.A.1.b. Tierras forestales que permanecen como tierras forestales (degradación),0.0000,28397.0178,0.0000,28397.0178,28397.0178
2016,4.A.1.c. Tierras forestales que permanecen como tierras forestales (conversión de bosque natural a tierras forestales),0.0000,11146.1239,0.0000,11146.1239,11146.1239
2016,4.A.1.d. Tierras forestales que permanecen como tierras forestales (plantaciones forestales),0.0000,3102.3755,0.0000,3102.3755,-5350.6663
2016,4.A.2. Tierras convertidas a tierras forestales,0.0000,0.0000,0.0000,0.0000,-1804.4970
2016,4.A.2.a. Cultivos convertidos a tierras forestales,0.0000,0.0000,0.0000,0.0000,-1804.4970
2016,4.B. Cultivos,0.0000,9283.8295,0.0000,9283.8295,1824.9284
2016,4.B.1. Cultivos que permanecen como tales,0.0000,7991.9115,0.0000,7991.9115,533.0105
2016,4.B.1.a. Cultivo de café,0.0000,3235.6174,0.0000,3235.6174,-242.0398
2016,4.B.1.b. Palma de aceite,0.0000,115.9389,0.0000,115.9389,-1500.9871
2016,4.B.1.c. Cacao,0.0000,305.4175,0.0000,305.4175,-1084.3632
2016,4.B.1.d. Aguacate,0.0000,79.9375,0.0000,79.9375,-81.3345
2016,4.B.1.e. Caucho,0.0000,334.7075,0.0000,334.7075,-55.9365
2016,4.B.1.f. Mango,0.0000,167.7103,0.0000,167.7103,35.0401
2016,4.B.1.g. Limón,0.0000,119.0409,0.0000,119.0409,51.1536
2016,4.B.1.h. Mandarina,0.0000,297.9839,0.0000,297.9839,217.1769
2016,4.B.1.i. Naranja,0.0000,279.2123,0.0000,279.2123,150.2973
2016,4.B.1.j. Tangelo,0.0000,0.1225,0.0000,0.1225,-0.2607
2016,4.B.1.k. Marañón,0.0000,0.0000,0.0000,0.0000,-11.9585
2016,4.B.1.l. Otro,0.0000,3056.2228,0.0000,3056.2228,3056.2228
2016,4.B.2. Tierras convertidas en Cultivos,0.0000,1291.9180,0.0000,1291.9180,1291.9180
2016,4.B.2.a. Tierras forestales convertidas en cultivos,0.0000,1291.9180,0.0000,1291.9180,1291.9180
2016,4.B.2.b. Pastizales convertidos en cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.B.2.c. Humedales convertidos en cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.B.2.d. Asentamientos convertidos en cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.B.2.e. Otras tierras convertidas en cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.C. Pastizales,0.0000,36464.2170,0.0000,36464.2170,33076.4894
2016,4.C.1. Pastizales que permanecen como tales,0.0000,1663.2465,0.0000,1663.2465,-1724.4811
2016,4.C.2.  Tierras convertidas en pastizales,0.0000,34800.9705,0.0000,34800.9705,34800.9705
2016,4.C.2.a. Tierras forestales convertidas en pastizales,0.0000,34800.9705,0.0000,34800.9705,34800.9705
2016,4.C.2.b. Cultivos convertidos en pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.C.2.c. Humedales convertidos en pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.C.2.d. Asentamientos convertidos en pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.C.2.e. Otras tierras convertidas en pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D. Humedales,41.5716,7469.1852,0.0000,7510.7568,7510.7568
2016,4.D.1. Humedales que permanecen como tales,41.5716,96.6901,0.0000,138.2618,138.2618
2016,4.D.1.a. Extracción de turba que permanece como tal,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.1.b. Tierras inundadas que permanecen como tales,41.5716,96.6901,0.0000,138.2618,138.2618
2016,4.D.1.c. Otros humedales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2. Tierras convertidas en humedales,0.0000,7372.4951,0.0000,7372.4951,7372.4951
2016,4.D.2.a. Tierras convertidas a extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.ai Tierras forestales convertidas a extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.aii. Cultivos convertidos a extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.aiii. Pastizales convertidos a extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.aiv. Asentamientos convertidos a extracción de turba.,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.av Otras tierras convertidas en extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.b. Tierras convertidas en tierras inundadas,0.0000,7372.4951,0.0000,7372.4951,7372.4951
2016,4.D.2.bi. Tierras forestales convertidas en tierras inundadas,0.0000,7372.4951,0.0000,7372.4951,7372.4951
2016,4.D.2.bii. Cultivos convertidos en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.biii. Pastizales convertidos en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.biv. Asentamientos convertidos en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.bv. Otras tierras convertidas en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.c. Tierras convertidas a otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.ci Tierras forestales convertidas en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.cii. Cultivos convertidos en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.ciii. Pastizales convertidos en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.civ. Asentamientos convertidos en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.D.2.cv Otras tierras convertidas en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.E. Asentamientos,0.0000,196.3652,0.0000,196.3652,182.2447
2016,4.E.1. Asentamientos que permanecen como tales,0.0000,5.1660,0.0000,5.1660,-8.9545
2016,4.E.2. Tierras convertidas en asentamientos,0.0000,191.1992,0.0000,191.1992,191.1992
2016,4.E.2.a. Tierras forestales convertidas en asentamientos,0.0000,191.1992,0.0000,191.1992,191.1992
2016,4.E.2.b. Cultivos convertidos en asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.E.2.c. Pastizales convertidos en asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.E.2.d. Humedales convertidos en asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.E.2.e. Otras tierras convertidas en asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.F. Otras tierras,0.0000,1426.9850,0.0000,1426.9850,1426.9850
2016,4.F.1. Otras tierras que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.F.2. Tierras convertidas en otras tierras,0.0000,1426.9850,0.0000,1426.9850,1426.9850
2016,4.F.2.a. Tierras forestales convertidas en otras tierras,0.0000,1426.9850,0.0000,1426.9850,1426.9850
2016,4.F.2.b. Cultivos convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.F.2.c. Pastizales convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.F.2.d. Humedales convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.F.2.e. Asentamientos convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.G. Productos de la madera recolectada,0.0000,224.8195,0.0000,224.8195,27.7426
2016,4.G.1. Madera maciza,0.0000,224.8195,0.0000,224.8195,64.7180
2016,4.G.1.a. Madera aserrada,0.0000,224.8195,0.0000,224.8195,224.8195
2016,4.G.1.b. Paneles de madera,0.0000,0.0000,0.0000,0.0000,-160.1016
2016,4.G.1.c. Otros productos de madera maciza,0.0000,0.0000,0.0000,0.0000,0.0000
2016,4.G.2. Papel y cartón,0.0000,0.0000,0.0000,0.0000,-36.9754
2016,4.G.3. Otro,0.0000,0.0000,0.0000,0.0000,0.0000
2016,5 Residuos,18953.7560,330.2363,672.3713,19956.3636,19956.3636
2016,5.A. Eliminación de residuos sólidos,10183.3877,,,10183.3877,10183.3877
2016,5.A.1. Sitios de eliminación de residuos gestionados,9677.4576,,,9677.4576,9677.4576
2016,5.A.1.a. Anaeróbico,9677.4576,,,9677.4576,9677.4576
2016,5.A.3. Sitios de eliminación de residuos sin categoría,505.9300,,,505.9300,505.9300
2016,5.C. Incineración e incineración abierta de desechos,154.9373,330.2363,19.4286,504.6023,504.6023
2016,5.C.1. Incineración  de residuos,,56.6378,,56.6378,56.6378
2016,5.C.1.b. No biogénico,,56.6378,,56.6378,56.6378
2016,5.C.2. Incineración abierta de residuos,154.9373,273.5985,19.4286,447.9645,447.9645
2016,5.C.2.b. No biogénicos,154.9373,273.5985,19.4286,447.9645,447.9645
2016,5.D. Tratamiento y descarga de aguas residuales.,8615.4310,,652.9427,9268.3736,9268.3736
2016,5.D.1. Tratamiento y eliminación de aguas residuales domésticas,2743.6517,,555.2119,3298.8636,3298.8636
2016,5.D.2. Tratamiento y eliminación de aguas residuales industriales,5871.7793,,97.7307,5969.5100,5969.5100
2016,Nacional,67167.7032,199241.7366,12617.7967,281497.5121,260182.1472
2017,1 Energía,8387.1868,76946.0694,1149.4666,86482.7229,86482.7229
2017,1.A. Actividades de quema de combustibles (enfoque sectorial),2107.5931,74154.7720,1139.3176,77401.6827,77401.6827
2017,1.A.1. Industrias de la energía,11.4189,19016.0647,25.5149,19052.9985,19052.9985
2017,1.A.1.a. Producción de electricidad pública y calor como actividad principal,2.7948,5866.5756,12.5758,5881.9462,5881.9462
2017,1.A.1.ai. Generación de electricidad,2.7948,5866.5756,12.5758,5881.9462,5881.9462
2017,1.A.1.b. Refinación del petróleo,1.8935,3867.3118,1.7928,3870.9981,3870.9981
2017,1.A.1.c. Fabricación de combustibles sólidos y otras energías.,6.7306,9282.1773,11.1464,9300.0542,9300.0542
2017,1.A.1.c.i. Manufactura de Combustibles sólidos,0.0072,1447.4036,,1447.4109,1447.4109
2017,1.A.1.c.ii. Extracción de petróleo y gas,3.7773,5110.5655,5.6757,5120.0185,5120.0185
2017,1.A.1.c.iii. Otras industrias de la energía,2.9461,2724.2081,5.4707,2732.6248,2732.6248
2017,1.A.2. Industrias manufactureras y construcción.,55.5445,12670.1571,101.3645,12827.0661,12827.0661
2017,1.A.2.a. Hierro y acero,0.5083,1156.5108,2.8766,1159.8957,1159.8957
2017,1.A.2.b. Metales no ferrosos,0.1609,317.3933,0.1734,317.7276,317.7276
2017,1.A.2.c. Productos químicos,0.8427,1078.5679,2.2989,1081.7095,1081.7095
2017,"1.A.2.d. Pulpa, papel e imprenta",0.6950,1808.4451,5.9972,1815.1372,1815.1372
2017,"1.A.2.e. Procesamiento de alimentos, bebidas y tabaco",50.3126,2355.3531,68.5980,2474.2637,2474.2637
2017,1.A.2.f. Minerales no metálicos,1.7907,4231.6017,16.5093,4249.9018,4249.9018
2017,1.A.2.g. Otros,1.2344,1722.2853,4.9110,1728.4307,1728.4307
2017,1.A.2.g.i. Manufactura de maquinaria,0.0874,120.6631,0.2134,120.9639,120.9639
2017,1.A.2.g.ii. Manufactura de equipos de transporte,0.0132,24.4963,0.0316,24.5410,24.5410
2017,1.A.2.g.iii. Minería (con excepción de combustibles) y cantería,0.1033,91.2733,0.1955,91.5722,91.5722
2017,1.A.2.g.iv. Madera y productos de la madera,0.0517,14.4919,0.0656,14.6093,14.6093
2017,1.A.2.g.v. Construcción,0.2131,191.3787,0.4006,191.9924,191.9924
2017,1.A.2.g.vi. Textiles y cueros,0.6618,1087.3978,3.8387,1091.8983,1091.8983
2017,1.A.2.g.viii. Otro,0.1040,192.5841,0.1655,192.8536,192.8536
2017,1.A.3. Transporte,248.8731,36852.6158,752.2349,37853.7238,37853.7238
2017,1.A.3.a. Aviación nacional,4.0875,3939.1350,12.0174,3955.2400,3955.2400
2017,1.A.3.b. Transporte por carretera,216.5228,28439.1682,430.4712,29086.1622,29086.1622
2017,1.A.3.b.ii. Camiones ligeros,20.9471,1944.3246,34.5543,1999.8260,1999.8260
2017,1.A.3.b.iii. Camiones y autobuses pesados,31.3882,12243.6592,189.1182,12464.1656,12464.1656
2017,1.A.3.b.iv. motocicletas,26.2555,6334.2647,64.5234,6425.0435,6425.0435
2017,1.A.3.bi Carros,137.9321,7916.9197,142.2752,8197.1270,8197.1270
2017,1.A.3.c. Ferrocarriles,0.1327,86.7639,8.2230,95.1196,95.1196
2017,1.A.3.d. Navegación marítima y fluvial nacional,0.9980,361.4125,2.6988,365.1093,365.1093
2017,1.A.3.e. Otro transporte,27.1320,4026.1362,298.8245,4352.0928,4352.0928
2017,1.A.3.e.ii. Otro,4.4625,2850.5292,291.0270,3146.0187,3146.0187
2017,1.A.3.ei Transporte por tuberías,22.6695,1175.6071,7.7975,1206.0741,1206.0741
2017,1.A.4. Otros sectores,1791.7566,5615.9343,260.2033,7667.8942,7667.8942
2017,1.A.4.a. Comercial/institucional,2.6113,1042.8887,0.4943,1045.9942,1045.9942
2017,1.A.4.ai Combustión estacionaria,2.6113,1042.8887,0.4943,1045.9942,1045.9942
2017,1.A.4.b. Residencial,1307.9532,3978.3088,163.7905,5450.0525,5450.0525
2017,1.A.4.bi Combustión estacionaria,1307.9532,3978.3088,163.7905,5450.0525,5450.0525
2017,1.A.4.c. Agricultura/silvicultura/pesca,481.1921,594.7369,95.9185,1171.8475,1171.8475
2017,1.A.4.c.ii. Vehículos todoterreno y otra maquinaria.,0.5344,341.4273,34.8587,376.8205,376.8205
2017,1.A.4.ci Estacionario,480.6577,253.3095,61.0599,795.0271,795.0271
2017,1.B. Emisiones fugitivas de combustibles,6279.5937,2791.2974,10.1490,9081.0402,9081.0402
2017,1.B.1. Combustibles sólidos,3546.5159,154.2315,,3700.7474,3700.7474
2017,1.B.1.a. Minería carbonífera y manejo del carbón.,3546.5159,154.2315,,3700.7474,3700.7474
2017,1.B.1.a.ii. Minas de superficie,1808.5378,67.7590,,1876.2967,1876.2967
2017,1.B.1.a.ii.1. Minería,1391.1829,67.7590,,1458.9419,1458.9419
2017,1.B.1.a.ii.2. Emisiones posteriores a la minería,417.3549,,,417.3549,417.3549
2017,1.B.1.ai Minas subterráneas,1737.9782,86.4725,,1824.4507,1824.4507
2017,1.B.1.ai1. Minería,1336.9063,86.2095,,1423.1158,1423.1158
2017,1.B.1.ai2. Emisiones posteriores a la minería,401.0719,0.2630,,401.3349,401.3349
2001,1.B.2.cii Quema en antorcha,41.7887,1742.0789,7.1783,1791.0460,1791.0460
2002,1.B.2.cii Quema en antorcha,40.0466,1666.8378,6.8684,1713.7528,1713.7528
2003,1.B.2.cii Quema en antorcha,37.5859,1561.4532,6.4341,1605.4732,1605.4732
2004,1.B.2.cii Quema en antorcha,36.8486,1525.4585,6.2858,1568.5928,1568.5928
2005,1.B.2.cii Quema en antorcha,36.7280,1518.3532,6.2563,1561.3375,1561.3375
2006,1.B.2.cii Quema en antorcha,37.7878,1531.5011,6.3107,1575.5997,1575.5997
2007,1.B.2.cii Quema en antorcha,37.4610,1542.7119,6.3566,1586.5295,1586.5295
2008,1.B.2.cii Quema en antorcha,38.8495,1589.7348,6.5507,1635.1349,1635.1349
2009,1.B.2.cii Quema en antorcha,54.6799,2266.3058,9.3393,2330.3250,2330.3250
2010,1.B.2.cii Quema en antorcha,57.8734,2273.3424,9.3542,2340.5700,2340.5700
2011,1.B.2.cii Quema en antorcha,66.8311,2649.4373,10.8897,2727.1581,2727.1581
2012,1.B.2.cii Quema en antorcha,69.2484,2742.1647,11.2708,2822.6838,2822.6838
2013,1.B.2.cii Quema en antorcha,75.5458,2927.7750,12.0213,3015.3421,3015.3421
2014,1.B.2.cii Quema en antorcha,75.1636,2879.7309,11.8182,2966.7127,2966.7127
2015,1.B.2.cii Quema en antorcha,69.8741,2900.7685,11.9529,2982.5955,2982.5955
2016,1.B.2.cii Quema en antorcha,48.8773,2530.9521,10.4922,2590.3216,2590.3216
2017,1.B.2.cii Quema en antorcha,58.4849,2463.1184,10.1481,2531.7514,2531.7514
2017,2 Procesos industriales,11.7323,5869.1618,589.8439,9217.7435,9217.7435
2017,2.A. industria de los minerales,,4407.7959,,4407.7959,4407.7959
2017,2.A.1. producción de cemento,,4114.5961,,4114.5961,4114.5961
2017,2.A.2. producción de cal,,134.2715,,134.2715,134.2715
2017,2.A.3. producción de vidrio,,89.8999,,89.8999,89.8999
2017,2.A.4. Otros usos de carbonatos en los procesos,,69.0285,,69.0285,69.0285
2017,2.B. Industria química,11.4415,498.9959,589.8439,1100.2814,1100.2814
2017,2.B.1. producción de amoníaco,,182.6016,,182.6016,182.6016
2017,2.B.2. Producción de ácido nítrico,,,589.8439,589.8439,589.8439
2017,"2.B.4. Producción de caprolactama, glioxal y ácido glioxílico",,,0.0000,0.0000,0.0000
2017,2.B.4.a. Caprolactama,,,0.0000,0.0000,0.0000
2017,2.B.8. Producción petroquímica y de negro de humo.,11.4415,316.3943,,327.8359,327.8359
2017,2.B.8.b. Etileno,11.0972,69.0270,,80.1241,80.1241
2017,2.B.8.c. Dicloruro de etileno y monómero cloruro de vinilo,0.2646,122.9298,,123.1944,123.1944
2017,2.B.8.f. Negro de humo,0.0798,124.4375,,124.5173,124.5173
2017,2.C. Industria del metal,0.2907,941.8027,,942.0934,942.0934
2017,2.C.1. Producción de hierro y acero.,0.2907,716.8152,,717.1059,717.1059
2017,2.C.1.a Acero,,687.1507,,687.1507,687.1507
2017,2.C.1.d Sinterizado,0.2907,29.6645,,29.9552,29.9552
2017,2.C.2. Producción de ferroaleaciones,,219.7294,,219.7294,219.7294
2017,2.C.5. producción de plomo,,5.2581,,5.2581,5.2581
2017,2.D. Uso de productos no energéticos de combustibles y de solventes,,20.5672,,20.5672,20.5672
2017,2.D.1. Uso de lubricantes,,0.0761,,0.0761,0.0761
2017,2.D.2. Uso de cera de parafina,,20.4911,,20.4911,20.4911
2017,2.F. Usos del producto como sustitutos de las SAO,,,,2575.4105,2575.4105
2017,2.F.1. Refrigeracion y aire acondicionado,,,,2434.8391,2434.8391
2017,2.F.1.a. Refrigeración comercial,,,,648.9726,648.9726
