AÑO,CLASIFICACION,CH4_eq,CO2_eq,N2O_eq,Total_Emisiones,Emisiones_netas
1997,4.A.1.b. Tierras forestales que permanecen como tierras forestales (degradación),0.0000,42038.9030,0.0000,42038.9030,42038.9030
1997,4.A.1.c. Tierras forestales que permanecen como tierras forestales (conversión de bosque natural a tierras forestales),0.0000,19666.7420,0.0000,19666.7420,19666.7420
1997,4.A.1.d. Tierras forestales que permanecen como tierras forestales (plantaciones forestales),0.0000,795.2850,0.0000,795.2850,-559.8525
1997,4.A.2. Tierras convertidas a tierras forestales,0.0000,0.0000,0.0000,0.0000,-1001.3542
1997,4.A.2.a. Cultivos convertidos a tierras forestales,0.0000,0.0000,0.0000,0.0000,-1001.3542
1997,4.B. Cultivos,0.0000,17310.2525,0.0000,17310.2525,12758.3771
1997,4.B.1. Cultivos que permanecen como tales,0.0000,5931.9723,0.0000,5931.9723,1380.0969
1997,4.B.1.a. Cultivo de café,0.0000,3730.4193,0.0000,3730.4193,1008.2544
1997,4.B.1.b. Palma de aceite,0.0000,0.0000,0.0000,0.0000,-432.0650
1997,4.B.1.c. Cacao,0.0000,0.0000,0.0000,0.0000,-1169.4999
1997,4.B.1.d. Aguacate,0.0000,9.9013,0.0000,9.9013,-49.0294
1997,4.B.1.e. Caucho,0.0000,0.0000,0.0000,0.0000,-55.0666
1997,4.B.1.f. Mango,0.0000,1.4109,0.0000,1.4109,-57.6903
1997,4.B.1.g. Limón,0.0000,6.5261,0.0000,6.5261,-17.9707
1997,4.B.1.h. Mandarina,0.0000,161.1687,0.0000,161.1687,159.1374
1997,4.B.1.i. Naranja,0.0000,59.4230,0.0000,59.4230,30.9039
1997,4.B.1.j. Tangelo,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.B.1.k. Marañón,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.B.1.l. Otro,0.0000,1963.1231,0.0000,1963.1231,1963.1231
1997,4.B.2. Tierras convertidas en Cultivos,0.0000,11378.2802,0.0000,11378.2802,11378.2802
1997,4.B.2.a. Tierras forestales convertidas en cultivos,0.0000,11378.2802,0.0000,11378.2802,11378.2802
1997,4.B.2.b. Pastizales convertidos en cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.B.2.c. Humedales convertidos en cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.B.2.d. Asentamientos convertidos en cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.B.2.e. Otras tierras convertidas en cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.C. Pastizales,0.0000,35266.2579,0.0000,35266.2579,35266.2579
1997,4.C.1. Pastizales que permanecen como tales,0.0000,2807.4106,0.0000,2807.4106,2807.4106
1997,4.C.2.  Tierras convertidas en pastizales,0.0000,32458.8473,0.0000,32458.8473,32458.8473
1997,4.C.2.a. Tierras forestales convertidas en pastizales,0.0000,32458.8473,0.0000,32458.8473,32458.8473
1997,4.C.2.b. Cultivos convertidos en pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.C.2.c. Humedales convertidos en pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.C.2.d. Asentamientos convertidos en pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.C.2.e. Otras tierras convertidas en pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D. Humedales,7.6351,1016.6934,0.0000,1024.3285,1024.3285
1997,4.D.1. Humedales que permanecen como tales,7.6351,17.2712,0.0000,24.9063,24.9063
1997,4.D.1.a. Extracción de turba que permanece como tal,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.1.b. Tierras inundadas que permanecen como tales,7.6351,17.2712,0.0000,24.9063,24.9063
1997,4.D.1.c. Otros humedales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2. Tierras convertidas en humedales,0.0000,999.4222,0.0000,999.4222,999.4222
1997,4.D.2.a. Tierras convertidas a extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.ai Tierras forestales convertidas a extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.aii. Cultivos convertidos a extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.aiii. Pastizales convertidos a extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.aiv. Asentamientos convertidos a extracción de turba.,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.av Otras tierras convertidas en extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.b. Tierras convertidas en tierras inundadas,0.0000,999.4222,0.0000,999.4222,999.4222
1997,4.D.2.bi. Tierras forestales convertidas en tierras inundadas,0.0000,999.4222,0.0000,999.4222,999.4222
1997,4.D.2.bii. Cultivos convertidos en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.biii. Pastizales convertidos en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.biv. Asentamientos convertidos en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.bv. Otras tierras convertidas en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.c. Tierras convertidas a otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.ci Tierras forestales convertidas en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.cii. Cultivos convertidos en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.ciii. Pastizales convertidos en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.civ. Asentamientos convertidos en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.D.2.cv Otras tierras convertidas en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.E. Asentamientos,0.0000,835.4393,0.0000,835.4393,830.9321
1997,4.E.1. Asentamientos que permanecen como tales,0.0000,4.5707,0.0000,4.5707,0.0635
1997,4.E.2. Tierras convertidas en asentamientos,0.0000,830.8686,0.0000,830.8686,830.8686
1997,4.E.2.a. Tierras forestales convertidas en asentamientos,0.0000,830.8686,0.0000,830.8686,830.8686
1997,4.E.2.b. Cultivos convertidos en asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.E.2.c. Pastizales convertidos en asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.E.2.d. Humedales convertidos en asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.E.2.e. Otras tierras convertidas en asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.F. Otras tierras,0.0000,694.9681,0.0000,694.9681,694.9681
1997,4.F.1. Otras tierras que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.F.2. Tierras convertidas en otras tierras,0.0000,694.9681,0.0000,694.9681,694.9681
1997,4.F.2.a. Tierras forestales convertidas en otras tierras,0.0000,694.9681,0.0000,694.9681,694.9681
1997,4.F.2.b. Cultivos convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.F.2.c. Pastizales convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.F.2.d. Humedales convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.F.2.e. Asentamientos convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.G. Productos de la madera recolectada,0.0000,50.7098,0.0000,50.7098,-286.6609
1997,4.G.1. Madera maciza,0.0000,50.7098,0.0000,50.7098,-225.3549
1997,4.G.1.a. Madera aserrada,0.0000,0.0000,0.0000,0.0000,-276.0647
1997,4.G.1.b. Paneles de madera,0.0000,50.7098,0.0000,50.7098,50.7098
1997,4.G.1.c. Otros productos de madera maciza,0.0000,0.0000,0.0000,0.0000,0.0000
1997,4.G.2. Papel y cartón,0.0000,0.0000,0.0000,0.0000,-61.3061
1997,4.G.3. Otro,0.0000,0.0000,0.0000,0.0000,0.0000
1997,5 Residuos,9361.5887,206.0788,523.5877,10091.2552,10091.2552
1997,5.A. Eliminación de residuos sólidos,3436.0443,,,3436.0443,3436.0443
1997,5.A.1. Sitios de eliminación de residuos gestionados,2816.1334,,,2816.1334,2816.1334
1997,5.A.1.a. Anaeróbico,2816.1334,,,2816.1334,2816.1334
1997,5.A.3. Sitios de eliminación de residuos sin categoría,619.9108,,,619.9108,619.9108
1997,5.C. Incineración e incineración abierta de desechos,112.2921,206.0788,24.5253,342.8963,342.8963
1997,5.C.1. Incineración  de residuos,,0.0000,,0.0000,0.0000
1997,5.C.1.b. No biogénico,,0.0000,,0.0000,0.0000
1997,5.C.2. Incineración abierta de residuos,112.2921,206.0788,24.5253,342.8963,342.8963
1997,5.C.2.b. No biogénicos,112.2921,206.0788,24.5253,342.8963,342.8963
1997,5.D. Tratamiento y descarga de aguas residuales.,5813.2523,,499.0624,6312.3147,6312.3147
1997,5.D.1. Tratamiento y eliminación de aguas residuales domésticas,2437.3893,,404.4267,2841.8160,2841.8160
1997,5.D.2. Tratamiento y eliminación de aguas residuales industriales,3375.8630,,94.6357,3470.4987,3470.4987
1997,Nacional,49490.3144,196880.2064,9563.1948,255970.2936,248720.0485
1998,1 Energía,5641.3315,58288.7402,688.6061,64618.6779,64618.6779
1998,1.A. Actividades de quema de combustibles (enfoque sectorial),2531.0833,55923.4586,679.6675,59134.2094,59134.2094
1998,1.A.1. Industrias de la energía,7.8006,15601.0035,19.2687,15628.0728,15628.0728
1998,1.A.1.a. Producción de electricidad pública y calor como actividad principal,4.3462,9148.3437,15.3352,9168.0250,9168.0250
1998,1.A.1.ai. Generación de electricidad,4.3462,9148.3437,15.3352,9168.0250,9168.0250
1998,1.A.1.b. Refinación del petróleo,2.4320,4649.0017,2.5226,4653.9564,4653.9564
1998,1.A.1.c. Fabricación de combustibles sólidos y otras energías.,1.0224,1803.6581,1.4108,1806.0914,1806.0914
1998,1.A.1.c.i. Manufactura de Combustibles sólidos,0.0014,274.7150,,274.7164,274.7164
1998,1.A.1.c.ii. Extracción de petróleo y gas,1.0210,1528.9431,1.4108,1531.3750,1531.3750
1998,1.A.1.c.iii. Otras industrias de la energía,0.0000,0.0000,0.0000,0.0000,0.0000
1998,1.A.2. Industrias manufactureras y construcción.,37.8765,10953.8479,69.7782,11061.5027,11061.5027
1998,1.A.2.a. Hierro y acero,0.6008,983.2495,3.5059,987.3562,987.3562
1998,1.A.2.b. Metales no ferrosos,0.0811,160.6092,0.0769,160.7672,160.7672
1998,1.A.2.c. Productos químicos,4.6150,939.9932,3.1400,947.7483,947.7483
1998,"1.A.2.d. Pulpa, papel e imprenta",3.2139,1793.0153,9.9407,1806.1699,1806.1699
1998,"1.A.2.e. Procesamiento de alimentos, bebidas y tabaco",25.9799,1818.9824,35.7484,1880.7106,1880.7106
1998,1.A.2.f. Minerales no metálicos,2.2991,3791.1902,13.0653,3806.5547,3806.5547
1998,1.A.2.g. Otros,1.0868,1466.8080,4.3010,1472.1958,1472.1958
1998,1.A.2.g.i. Manufactura de maquinaria,0.0000,0.0000,0.0000,0.0000,0.0000
1998,1.A.2.g.ii. Manufactura de equipos de transporte,0.0000,0.0000,0.0000,0.0000,0.0000
1998,1.A.2.g.iii. Minería (con excepción de combustibles) y cantería,0.0000,0.0000,0.0000,0.0000,0.0000
1998,1.A.2.g.iv. Madera y productos de la madera,0.0000,0.0000,0.0000,0.0000,0.0000
1998,1.A.2.g.v. Construcción,0.0000,0.0000,0.0000,0.0000,0.0000
1998,1.A.2.g.vi. Textiles y cueros,0.4173,815.0712,3.0667,818.5553,818.5553
1998,1.A.2.g.viii. Otro,0.6695,651.7368,1.2343,653.6406,653.6406
1998,1.A.3. Transporte,225.0008,25160.5480,311.0842,25696.6330,25696.6330
1998,1.A.3.a. Aviación nacional,2.9639,2149.9774,6.0921,2159.0334,2159.0334
1998,1.A.3.b. Transporte por carretera,219.0579,21783.1747,253.6248,22255.8574,22255.8574
1998,1.A.3.b.ii. Camiones ligeros,21.1088,1604.5650,19.7093,1645.3831,1645.3831
1998,1.A.3.b.iii. Camiones y autobuses pesados,33.4780,6070.8567,81.6695,6186.0042,6186.0042
1998,1.A.3.b.iv. motocicletas,9.3961,2433.0278,9.2141,2451.6381,2451.6381
1998,1.A.3.bi Carros,155.0750,11674.7253,143.0318,11972.8321,11972.8321
1998,1.A.3.c. Ferrocarriles,0.0776,52.0638,4.5133,56.6547,56.6547
1998,1.A.3.d. Navegación marítima y fluvial nacional,2.2774,776.7276,6.1582,785.1631,785.1631
1998,1.A.3.e. Otro transporte,0.6240,398.6045,40.6958,439.9243,439.9243
1998,1.A.3.e.ii. Otro,0.6240,398.6045,40.6958,439.9243,439.9243
1998,1.A.3.ei Transporte por tuberías,0.0000,0.0000,0.0000,0.0000,0.0000
1998,1.A.4. Otros sectores,2260.4055,4208.0591,279.5364,6748.0010,6748.0010
1998,1.A.4.a. Comercial/institucional,1.2459,525.2998,0.2358,526.7816,526.7816
1998,1.A.4.ai Combustión estacionaria,1.2459,525.2998,0.2358,526.7816,526.7816
1998,1.A.4.b. Residencial,1925.0996,3430.7420,233.2802,5589.1218,5589.1218
1998,1.A.4.bi Combustión estacionaria,1925.0996,3430.7420,233.2802,5589.1218,5589.1218
1998,1.A.4.c. Agricultura/silvicultura/pesca,334.0600,252.0173,46.0203,632.0976,632.0976
1998,1.A.4.c.ii. Vehículos todoterreno y otra maquinaria.,0.0538,34.3598,3.5080,37.9217,37.9217
1998,1.A.4.ci Estacionario,334.0062,217.6574,42.5123,594.1759,594.1759
1998,1.B. Emisiones fugitivas de combustibles,3110.2482,2365.2817,8.9386,5484.4685,5484.4685
1998,1.B.1. Combustibles sólidos,1412.0430,70.7409,,1482.7839,1482.7839
1998,1.B.1.a. Minería carbonífera y manejo del carbón.,1412.0430,70.7409,,1482.7839,1482.7839
1998,1.B.1.a.ii. Minas de superficie,634.0621,23.7033,,657.7654,657.7654
1998,1.B.1.a.ii.1. Minería,487.7401,23.7033,,511.4434,511.4434
1998,1.B.1.a.ii.2. Emisiones posteriores a la minería,146.3220,,,146.3220,146.3220
1998,1.B.1.ai Minas subterráneas,777.9809,47.0376,,825.0185,825.0185
1998,1.B.1.ai1. Minería,598.4468,46.8946,,645.3414,645.3414
1998,1.B.1.ai2. Emisiones posteriores a la minería,179.5340,0.1431,,179.6771,179.6771
2014,1.B.2.a.iv. Refinamiento y almacenamiento,8.4041,0.0000,0.0000,8.4041,8.4041
2015,1.B.2.a.iv. Refinamiento y almacenamiento,7.8592,0.0000,0.0000,7.8592,7.8592
2016,1.B.2.a.iv. Refinamiento y almacenamiento,11.7346,0.0000,0.0000,11.7346,11.7346
2017,1.B.2.a.iv. Refinamiento y almacenamiento,12.2396,0.0000,0.0000,12.2396,12.2396
1990,1.B.2.b. Gas natural,269.7174,0.3107,0.0000,270.0281,270.0281
1991,1.B.2.b. Gas natural,272.7751,0.3169,0.0000,273.0920,273.0920
1992,1.B.2.b. Gas natural,267.7581,0.3127,0.0000,268.0707,268.0707
1993,1.B.2.b. Gas natural,254.2587,0.3025,0.0000,254.5613,254.5613
1994,1.B.2.b. Gas natural,256.2681,0.3000,0.0000,256.5681,256.5681
1995,1.B.2.b. Gas natural,291.9664,0.3291,0.0000,292.2955,292.2955
1996,1.B.2.b. Gas natural,336.6979,0.3696,0.0000,337.0676,337.0676
1997,1.B.2.b. Gas natural,412.9915,0.4395,0.0000,413.4309,413.4309
1998,1.B.2.b. Gas natural,451.6183,0.4661,0.0000,452.0844,452.0844
1999,1.B.2.b. Gas natural,374.0360,0.4219,0.0000,374.4578,374.4578
2000,1.B.2.b. Gas natural,434.8342,0.5550,0.0000,435.3892,435.3892
2001,1.B.2.b. Gas natural,453.8336,0.5780,0.0000,454.4116,454.4116
2002,1.B.2.b. Gas natural,460.7343,0.5907,0.0000,461.3250,461.3250
1998,2 Procesos industriales,0.4147,4949.5772,404.6332,5388.3559,5388.3559
1998,2.A. industria de los minerales,,3964.0798,,3964.0798,3964.0798
1998,2.A.1. producción de cemento,,3674.4264,,3674.4264,3674.4264
1998,2.A.2. producción de cal,,79.9344,,79.9344,79.9344
1998,2.A.3. producción de vidrio,,141.9188,,141.9188,141.9188
1998,2.A.4. Otros usos de carbonatos en los procesos,,67.8003,,67.8003,67.8003
1998,2.B. Industria química,0.2002,346.1975,404.6332,751.0309,751.0309
1998,2.B.1. producción de amoníaco,,179.0384,,179.0384,179.0384
1998,2.B.2. Producción de ácido nítrico,,,340.4431,340.4431,340.4431
1998,"2.B.4. Producción de caprolactama, glioxal y ácido glioxílico",,,64.1901,64.1901,64.1901
1998,2.B.4.a. Caprolactama,,,64.1901,64.1901,64.1901
1998,2.B.8. Producción petroquímica y de negro de humo.,0.2002,167.1591,,167.3593,167.3593
1998,2.B.8.b. Etileno,0.0000,0.0000,,0.0000,0.0000
1998,2.B.8.c. Dicloruro de etileno y monómero cloruro de vinilo,0.1325,61.5661,,61.6986,61.6986
1998,2.B.8.f. Negro de humo,0.0677,105.5929,,105.6606,105.6606
1998,2.C. Industria del metal,0.2144,612.2773,,612.4917,612.4917
1998,2.C.1. Producción de hierro y acero.,0.2144,505.6776,,505.8920,505.8920
1998,2.C.1.a Acero,,483.7965,,483.7965,483.7965
1998,2.C.1.d Sinterizado,0.2144,21.8811,,22.0955,22.0955
1998,2.C.2. Producción de ferroaleaciones,,104.8336,,104.8336,104.8336
1998,2.C.5. producción de plomo,,1.7661,,1.7661,1.7661
1998,2.D. Uso de productos no energéticos de combustibles y de solventes,,27.0227,,27.0227,27.0227
1998,2.D.1. Uso de lubricantes,,0.1395,,0.1395,0.1395
1998,2.D.2. Uso de cera de parafina,,26.8832,,26.8832,26.8832
1998,2.G. Manufactura y utilización de otros productos,,,,33.7308,33.7308
1998,2.G.1. Equipos eléctricos,,,,33.7308,33.7308
1998,3 Agricultura,33914.3196,263.4942,7753.4390,41931.2527,41931.2527
1998,3.A. Fermentación entérica,32321.6505,0.0000,0.0000,32321.6505,32321.6505
1998,3.A.1. Ganado,30229.1802,0.0000,0.0000,30229.1802,30229.1802
1998,3.A.1.a. Otro,30229.1802,0.0000,0.0000,30229.1802,30229.1802
1998,3.A.1.a.i. Vacas de Alta Producción,1366.2838,0.0000,0.0000,1366.2838,1366.2838
1998,3.A.1.a.ii. Vacas de Baja Producción,4892.1492,0.0000,0.0000,4892.1492,4892.1492
1998,3.A.1.a.iii. Vacas para producción de carne,6624.9501,0.0000,0.0000,6624.9501,6624.9501
1998,3.A.1.a.iv. Toros utilizados con fines reproductivos,807.8463,0.0000,0.0000,807.8463,807.8463
1998,3.A.1.a.v. Terneros pre-destetos,1988.6869,0.0000,0.0000,1988.6869,1988.6869
1998,3.A.1.a.vi. Novillas de remplazo,7198.5697,0.0000,0.0000,7198.5697,7198.5697
1998,3.A.1.a.vii. Ganado de engorde,7350.6941,0.0000,0.0000,7350.6941,7350.6941
1998,3.A.2. Ovinos,316.4490,0.0000,0.0000,316.4490,316.4490
1998,3.A.2.a. Otro,316.4490,0.0000,0.0000,316.4490,316.4490
1998,3.A.2.a.i. Ovinos,316.4490,0.0000,0.0000,316.4490,316.4490
1998,3.A.3. Porcinos,81.7181,0.0000,0.0000,81.7181,81.7181
1998,3.A.3.a. Otro,81.7181,0.0000,0.0000,81.7181,81.7181
1998,3.A.3.a.i. Porcinos < 6 meses,60.1636,0.0000,0.0000,60.1636,60.1636
1998,3.A.3.a.ii. Porcinos > 6 meses,6.4908,0.0000,0.0000,6.4908,6.4908
1998,3.A.3.a.iii. Porcinos baja productividad,15.0638,0.0000,0.0000,15.0638,15.0638
1998,3.A.4. Otro ganado,1694.3032,0.0000,0.0000,1694.3032,1694.3032
1998,3.A.4.a. Búfalos,43.6472,0.0000,0.0000,43.6472,43.6472
1998,3.A.4.d. Caprinos,147.0560,0.0000,0.0000,147.0560,147.0560
1998,3.A.4.e. Caballos,1234.8000,0.0000,0.0000,1234.8000,1234.8000
1998,3.A.4.f. Mulas y asnos,268.8000,0.0000,0.0000,268.8000,268.8000
1998,3.A.4.g. Aves de corral,0.0000,0.0000,0.0000,0.0000,0.0000
1998,3.A.4.g.i.  Ponedoras,0.0000,0.0000,0.0000,0.0000,0.0000
1998,3.A.4.g.ii.  Pollo de engorde,0.0000,0.0000,0.0000,0.0000,0.0000
1998,3.B. Gestión del estiercol,1113.4457,0.0000,634.6454,1748.0911,1748.0911
1998,3.B.1. Ganado,416.4764,0.0000,46.9932,463.4696,463.4696
1998,3.B.1.a. Otro,416.4764,0.0000,46.9932,463.4696,463.4696
1998,3.B.1.a.i. Vacas de Alta Producción,144.0613,0.0000,0.0000,144.0613,144.0613
1998,3.B.1.a.ii. Vacas de Baja Producción,51.4427,0.0000,46.9932,98.4359,98.4359
1998,3.B.1.a.iii. Vacas para producción de carne,65.4009,0.0000,0.0000,65.4009,65.4009
1998,3.B.1.a.iv. Toros utilizados con fines reproductivos,8.2297,0.0000,0.0000,8.2297,8.2297
1998,3.B.1.a.v. Terneros pre-destetos,22.8005,0.0000,0.0000,22.8005,22.8005
1998,3.B.1.a.vi. Novillas de remplazo,63.4617,0.0000,0.0000,63.4617,63.4617
1998,3.B.1.a.vii. Ganado de engorde,61.0796,0.0000,0.0000,61.0796,61.0796
1998,3.B.2. Ovinos,4.2352,0.0000,15.8315,20.0667,20.0667
1998,3.B.2.a. Otro,4.2352,0.0000,15.8315,20.0667,20.0667
1998,3.B.2.a.i. Ovinos,4.2352,0.0000,15.8315,20.0667,20.0667
1998,3.B.3. Porcinos,394.9379,0.0000,96.2542,491.1921,491.1921
1998,3.B.3.a. Otro,394.9379,0.0000,96.2542,491.1921,491.1921
1998,3.B.3.a.i. Porcinos < 6 meses,223.0769,0.0000,48.2532,271.3301,271.3301
1998,3.B.3.a.ii Porcinos > 6 meses,34.1410,0.0000,8.2251,42.3661,42.3661
1998,3.B.3.a.iii. Porcinos baja productividad,137.7200,0.0000,39.7760,177.4960,177.4960
1998,3.B.4. Otro ganado,297.7962,0.0000,280.9527,578.7489,578.7489
1998,3.B.4.a. Búfalos,0.9861,0.0000,0.6000,1.5861,1.5861
1998,3.B.4.d. Caprinos,2.5422,0.0000,8.0122,10.5544,10.5544
1998,3.B.4.e. Caballos,122.5627,0.0000,109.3620,231.9247,231.9247
1998,3.B.4.f. Mulas y asnos,29.3615,0.0000,14.7668,44.1282,44.1282
1998,3.B.4.g. Aves,142.3437,0.0000,148.2117,290.5554,290.5554
1998,3.B.4.g.i. Ponedoras,45.7703,0.0000,59.6147,105.3850,105.3850
1998,3.B.4.g.ii. Pollos de engorde,96.5734,0.0000,88.5970,185.1704,185.1704
1998,3.B.5. Emisiones indirectas de N2O de gestión de estiércol,0.0000,0.0000,194.6138,194.6138,194.6138
1998,3.B.5.a. Ganado,0.0000,0.0000,14.3018,14.3018,14.3018
1998,3.B.5.a.i. Vacas de Alta Producción,0.0000,0.0000,4.5518,4.5518,4.5518
1998,3.B.5.a.ii. Vacas de Baja Producción,0.0000,0.0000,9.7500,9.7500,9.7500
1998,3.B.5.a.iii. Vacas para producción de carne,0.0000,0.0000,0.0000,0.0000,0.0000
1998,3.B.5.a.iv. Toros utilizados con fines reproductivos,0.0000,0.0000,0.0000,0.0000,0.0000
1998,3.B.5.a.v. Terneros pre-destetos,0.0000,0.0000,0.0000,0.0000,0.0000
1998,3.B.5.a.vi. Novillas de remplazo,0.0000,0.0000,0.0000,0.0000,0.0000
1998,3.B.5.a.vii. Ganado de engorde,0.0000,0.0000,0.0000,0.0000,0.0000
1998,3.B.5.b. Ovinos,0.0000,0.0000,2.3029,2.3029,2.3029
1998,3.B.5.c. Porcinos,0.0000,0.0000,73.3623,73.3623,73.3623
1998,3.B.5.c.i. Porcinos < 6 meses,0.0000,0.0000,40.5469,40.5469,40.5469
1998,3.B.5.c.ii. Porcinos > 6 meses,0.0000,0.0000,7.0327,7.0327,7.0327
1998,3.B.5.c.iii. Porcinos baja productividad,0.0000,0.0000,25.7828,25.7828,25.7828
1998,3.B.5.d. Otro Ganado,0.0000,0.0000,104.6467,104.6467,104.6467
1998,3.B.5.d.i. Búfalos,0.0000,0.0000,0.1257,0.1257,0.1257
1998,3.B.5.d.ii. Caprinos,0.0000,0.0000,0.8135,0.8135,0.8135
1998,3.B.5.d.iii. Caballos,0.0000,0.0000,18.2906,18.2906,18.2906
1998,3.B.5.d.iv. Mulas y asnos,0.0000,0.0000,2.4572,2.4572,2.4572
1998,3.B.5.d.v. Aves,0.0000,0.0000,82.9596,82.9596,82.9596
1998,3.B.5.d.v.i. Ponedoras,0.0000,0.0000,33.3636,33.3636,33.3636
1998,3.B.5.d.v.ii. Pollo de engorde,0.0000,0.0000,49.5961,49.5961,49.5961
1998,3.C. Cultivo de arroz,479.2234,0.0000,0.0000,479.2234,479.2234
1998,3.C.1. Arroz riego,453.9463,0.0000,0.0000,453.9463,453.9463
1998,3.C.2. Arroz secano,25.2770,0.0000,0.0000,25.2770,25.2770
1998,3.D. Suelos agrícolas,0.0000,0.0000,7118.7936,7118.7936,7118.7936
1998,3.D.1. Emisiones directas de N2O de suelos gestionados,0.0000,0.0000,4759.5901,4759.5901,4759.5901
1998,3.D.1.a. Fertilizantes N inorgánicos,0.0000,0.0000,1796.1678,1796.1678,1796.1678
1998,3.D.1.b. Fertilizantes orgánicos N,0.0000,0.0000,43.0288,43.0288,43.0288
1998,3.D.1.b.i Estiércol animal aplicado a los suelos,0.0000,0.0000,43.0288,43.0288,43.0288
1998,3.D.1.c. Orina y estiércol depositado por animales en pastoreo.,0.0000,0.0000,1594.0745,1594.0745,1594.0745
1998,3.D.1.d. Residuos de cosecha,0.0000,0.0000,113.9179,113.9179,113.9179
1998,3.D.1.e. Mineralización/inmovilización asociada a pérdida/ganancia de materia orgánica del suelo,0.0000,0.0000,463.6196,463.6196,463.6196
1998,3.D.1.f. Cultivo de suelos orgánicos (Histosoles),0.0000,0.0000,748.7815,748.7815,748.7815
1998,3.D.2. Emisiones indirectas de N2O de suelos gestionados,0.0000,0.0000,2359.2035,2359.2035,2359.2035
1998,3.D.2.a. Deposición atmosférica,0.0000,0.0000,1023.3588,1023.3588,1023.3588
1998,3.D.2.a.i. Deposición atmosférica - Fertilizantes N inorgánicos,0.0000,0.0000,183.5852,183.5852,183.5852
1998,3.D.2.a.ii. Deposición atmosférica - Fertilizantes N orgánicos,0.0000,0.0000,19.6624,19.6624,19.6624
1998,3.D.2.a.iii. Deposición atmosférica - Orina y estiércol depositado por animales en pastoreo,0.0000,0.0000,820.1112,820.1112,820.1112
1998,3.D.2.b. Lixiviación y escorrentía de nitrógeno,0.0000,0.0000,1335.8447,1335.8447,1335.8447
1998,3.D.2.b.i. Lixiviación y escorrentía de nitrógeno - Fertilizantes N inorgánicos,0.0000,0.0000,317.1208,317.1208,317.1208
1998,3.D.2.b.ii. Lixiviación y escorrentía de nitrógeno - Fertilizantes N orgánicos,0.0000,0.0000,19.3795,19.3795,19.3795
1998,3.D.2.b.iii. Lixiviación y escorrentía de nitrógeno - Residuos de cosecha,0.0000,0.0000,52.2053,52.2053,52.2053
1998,3.D.2.b.iv. Lixiviación y escorrentía de nitrógeno - Mineralización/inmovilización asociada a pérdida/ganancia de materia orgánica del suelo,0.0000,0.0000,204.1778,204.1778,204.1778
1998,3.D.2.b.v. Lixiviación y escorrentía de nitrógeno - Orina y estiércol depositado por animales en pastoreo,0.0000,0.0000,742.9613,742.9613,742.9613
1998,3.G. Encalado,0.0000,11.4267,0.0000,11.4267,11.4267
1998,3.G.2. Dolomita CaMg(CO3),0.0000,11.4267,0.0000,11.4267,11.4267
